Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption
,SAINT GUILLERME,116.0,,FR,,,HDAM,WAT,0.85,0.0,0.0,0.775862069,0.775862069,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,48024.0,0.0,0.0,0.86,,
,HERMILLON,116.0,,FR,,,HROR,WAT,1.0,0.0,0.0,1.8965517241,1.8965517241,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,PIED DE BORNE,109.0,,FR,,,HDAM,WAT,0.85,0.0,0.0,0.8256880734,0.8256880734,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,45126.0,0.0,0.0,0.86,,
,ST ETIENNE CANTALES,107.0,,FR,,,HDAM,WAT,0.85,0.0,0.0,0.8411214953,0.8411214953,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,44298.0,0.0,0.0,0.86,,
,PASSY,104.0,,FR,,,HROR,WAT,1.0,0.0,0.0,2.1153846154,2.1153846154,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,ASTON,104.0,,FR,,,HROR,WAT,1.0,0.0,0.0,2.1153846154,2.1153846154,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,SAINT PIERRE COGNET,101.0,,FR,,,HROR,WAT,1.0,0.0,0.0,2.1782178218,2.1782178218,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,DIRINON 2,85.0,,FR,,,STUR,OIL,0.41,8.0,6.0,0.0588235294,0.0588235294,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,BRENNILIS 2,85.0,,FR,,,STUR,OIL,0.41,8.0,6.0,0.0588235294,0.0588235294,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,BRENNILIS 1,85.0,,FR,,,STUR,OIL,0.41,8.0,6.0,0.0588235294,0.0588235294,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,DIRINON 1,85.0,,FR,,,STUR,OIL,0.41,8.0,6.0,0.0588235294,0.0588235294,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,CYCOFOS TV2,62.0,,FR,,,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,SPEM Pointe,45.0,,FR,,,COMC,GAS,0.525,5.0,1.0,0.2482222222,0.2482222222,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET PHOT_FR,5292.0,,FR,,,PHOT,SUN,1.0,0.0,0.0,0.1700680272,0.1700680272,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET WindOn_FR,10358.0,,FR,,,WTON,WIN,1.0,0.0,0.0,0.0130334041,0.0130334041,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET FossilGas_FR,119.4,,FR,,,COMC,GAS,0.525,5.0,1.0,0.0935510888,0.0935510888,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET HydroRiver_FR,5636.0,,FR,,,HROR,WAT,1.0,0.0,0.0,0.0390347764,0.0390347764,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,DispaSET HydroRes_FR,2590.0,,FR,,,HDAM,WAT,0.85,0.0,0.0,0.0347490347,0.0347490347,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,1072260.0,0.0,0.0,0.86,,
FR_STUR_BIO,FR_STUR_BIO,151.1204344,1.0,FR,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,151.1204344,,,,,,,,,,
FR_COMC_GAS,FR_COMC_GAS,388.3108142,8.0,FR,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
FR_GTUR_GAS,FR_GTUR_GAS,63.65119565,26.0,FR,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
FR_STUR_GAS,FR_STUR_GAS,97.22207076,1.0,FR,,,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,0.0,0.0,0.4,0.38,0.0,0.0,,,,,,,,,,,,,,
FR_STUR_HRD,FR_STUR_HRD,732.5,4.0,FR,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
FR_STUR_NUC,FR_STUR_NUC,1002.063492,63.0,FR,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,
FR_STUR_OIL,FR_STUR_OIL,370.5555556,18.0,FR,,,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,0.0,0.0,0.4,0.33,0.0,0.799636364,,,,,,,,,,,,,,
FR_PHOT_SUN,FR_PHOT_SUN,6772.0,1.0,FR,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
FR_HROR_WAT,FR_HROR_WAT,10325.5,1.0,FR,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
FR_HPHS_WAT,FR_HPHS_WAT,13169.0,1.0,FR,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,2845905.0,0.0,4965.0,0.8,,
FR_WTON_WIN,FR_WTON_WIN,11761.0,1.0,FR,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
HR_STUR_BIO,HR_STUR_BIO,26.0,1.0,HR,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,,,,,,,,,,,,,,
HR_COMC_GAS,HR_COMC_GAS,289.6643166,2.0,HR,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
HR_GTUR_GAS,HR_GTUR_GAS,47.93429808,3.0,HR,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
HR_STUR_HRD,HR_STUR_HRD,325.0,1.0,HR,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
HR_STUR_OIL,HR_STUR_OIL,316.6666667,3.0,HR,,,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,0.0,0.0,0.4,0.33,0.0,0.799636364,,,,,,,,,,,,,,
HR_PHOT_SUN,HR_PHOT_SUN,48.0,1.0,HR,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
HR_HROR_WAT,HR_HROR_WAT,421.0,1.0,HR,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
HR_HPHS_WAT,HR_HPHS_WAT,1669.0,1.0,HR,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,1247290.0,0.0,281.0,0.8,,
HR_WTON_WIN,HR_WTON_WIN,489.0,1.0,HR,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
HU_STUR_BIO,HU_STUR_BIO,111.3186019,2.0,HU,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,111.3186019,,,,,,,,,,
HU_COMC_GAS,HU_COMC_GAS,405.1801597,7.0,HU,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
HU_GTUR_GAS,HU_GTUR_GAS,63.89085866,17.0,HU,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
HU_ICEN_GAS,HU_ICEN_GAS,9.675118405,15.0,HU,,,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,0.0,0.0,0.3,0.49,0.0,0.489795918,,,,,,,,,,,,,,
HU_STUR_LIG,HU_STUR_LIG,503.265,2.0,HU,,,STUR,LIG,0.393,8.0,8.0,0.01520979,0.017482517,,12.56164384,0.0,0.389,0.4075,5.0,1.05,,,,,,,,,,,,,,
HU_STUR_NUC,HU_STUR_NUC,943.395,2.0,HU,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,
HU_PHOT_SUN,HU_PHOT_SUN,49.0,1.0,HU,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
HU_WTON_WIN,HU_WTON_WIN,328.0,1.0,HU,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Aghada Unit 1,258.0,,IE,,,STUR,GAS,0.38,4.0,4.0,0.015,0.01496124,63696.23098,,0.0,0.139534884,0.38,0.0,0.542339093,,,,,,,,,,,,,,
,Aghada Unit 2,444.0,,IE,,,COMC,GAS,0.53,4.0,1.0,0.019887387,0.027882883,110787.8241,,0.0,0.486486487,0.52,0.0,0.388490083,,,,,,,,,,,,,,
,Aghada CT 1,90.0,,IE,,,GTUR,GAS,0.27,4.0,1.0,0.055555556,0.055555556,6343.840659,,0.0,0.166666667,0.13,0.0,0.763212915,,,,,,,,,,,,,,
,Aghada CT 2,90.0,,IE,,,GTUR,GAS,0.26,4.0,1.0,0.055555556,0.055555556,6454.140247,,0.0,0.166666667,0.13,0.0,0.790146537,,,,,,,,,,,,,,
,Aghada CT 4,90.0,,IE,,,GTUR,GAS,0.27,4.0,1.0,0.055555556,0.055555556,6377.773489,,0.0,0.166666667,0.13,0.0,0.764188097,,,,,,,,,,,,,,
,Ardnacrusha 1,21.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,203.03,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Ardnacrusha 2,22.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.021363636,0.021363636,147.4,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Ardnacrusha 3,19.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.017368421,0.017368421,146.23,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Ardnacrusha 4,24.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.022916667,0.022916667,128.7,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Ballylumford  GT1,58.0,,IE,,,GTUR,OIL,0.25,0.0,0.0,0.086206897,0.110862069,3675.461612,,0.0,0.137931035,0.11,0.0,1.034182121,,,,,,,,,,,,,,
,Ballylumford  GT2,58.0,,IE,,,GTUR,OIL,0.25,0.0,0.0,0.086206897,0.110862069,3596.50206,,0.0,0.137931035,0.11,0.0,1.034182121,,,,,,,,,,,,,,
,Ballylumford Unit 10,101.0,,IE,,,COMC,GAS,0.51,0.0,0.0,0.01,0.03960396,12294.79632,,0.0,0.623762376,0.49,0.0,0.399746673,,,,,,,,,,,,,,
,Ballylumford CCGT Unit 31,247.0,,IE,,,COMC,GAS,0.48,0.0,0.0,0.012550607,0.024574899,16291.73448,,0.0,0.457489879,0.41,0.0,0.422636453,,,,,,,,,,,,,,
,Ballylumford CCGT Unit 32,247.0,,IE,,,COMC,GAS,0.48,0.0,0.0,0.012550607,0.024574899,16197.25548,,0.0,0.457489879,0.41,0.0,0.422636453,,,,,,,,,,,,,,
,Ballylumford Unit 4,170.0,,IE,,,STUR,GAS,0.31,0.0,0.0,0.011647059,0.056882353,31367.85556,,0.0,0.317647059,0.26,0.0,0.665282752,,,,,,,,,,,,,,
,Ballylumford Unit 5,170.0,,IE,,,STUR,GAS,0.31,0.0,0.0,0.011647059,0.056882353,31194.86648,,0.0,0.317647059,0.26,0.0,0.662903985,,,,,,,,,,,,,,
,Ballylumford Unit 6,170.0,,IE,,,STUR,GAS,0.31,0.0,0.0,0.011647059,0.056882353,32975.0175,,0.0,0.317647059,0.27,0.0,0.659023614,,,,,,,,,,,,,,
,Contour Global Agg Unit,12.084,,IE,,,STUR,GAS,0.38,1.0,1.0,0.33366435,0.33366435,1.108186813,,0.0,0.49652433,0.39,0.0,0.0,,,,,,,,,,,,,,
,Coolkeeragh CCGT,412.0,,IE,,,COMC,GAS,0.51,4.0,4.0,0.036407767,0.02026699,68516.27564,,0.0,0.631067961,0.53,0.0,0.405133848,,,,,,,,,,,,,,
,Coolkeeragh CGT8,58.0,,IE,,,GTUR,OIL,0.25,4.0,1.0,0.862068966,0.862068966,5493.054945,,0.0,0.137931035,0.11,0.0,1.03641224,,,,,,,,,,,,,,
,Cushaling,58.0,,IE,,,GTUR,OIL,0.33,0.0,1.0,0.086206897,0.086206897,68516.27564,,0.0,0.344827586,0.33,0.0,0.782937931,,,,,,,,,,,,,,
,Cushaling Unit 2,58.0,,IE,,,GTUR,OIL,0.33,0.0,1.0,0.086206897,0.086206897,5493.054945,,0.0,0.344827586,0.33,0.0,0.782937931,,,,,,,,,,,,,,
,Dublin Bay Gen,415.0,,IE,,,COMC,GAS,0.51,4.0,1.0,0.024096386,0.021686747,121659.9542,,0.0,0.489156627,0.52,0.0,0.40524105,,,,,,,,,,,,,,
,Edenderry Unit 1,117.6,,IE,,,STUR,BIO,0.29,4.0,0.0,0.014965986,0.014965986,38689.8544,,0.0,0.348639456,0.38,0.0,1.448689655,,,,,,,,,,,,,,
,ERNE UNIT 1,10.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.5,1.0,67.27,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,ERNE UNIT 2,10.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.5,1.0,56.65914835,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,ERNE UNIT 3,22.5,,IE,,,HROR,WAT,1.0,0.0,0.0,0.444444444,1.0,134.9,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,ERNE UNIT 4,22.5,,IE,,,HROR,WAT,1.0,0.0,0.0,0.444444444,1.0,143.85,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Great Island CCGT,464.0,,IE,,,COMC,GAS,0.51,4.0,4.0,0.03700431,0.03987069,76411.66484,,0.0,0.4375,0.51,0.0,0.40108227,,,,,,,,,,,,,,
,Great Island Unit 1,54.0,,IE,,,STUR,OIL,0.24,4.0,2.0,0.012962963,0.018518519,8845.440726,,0.0,0.462962963,0.23,0.0,1.054665589,,,,,,,,,,,,,,
,Great Island Unit 2,49.0,,IE,,,STUR,OIL,0.24,4.0,2.0,0.014285714,0.020408163,8845.440726,,0.0,0.510204082,0.23,0.0,1.059051038,,,,,,,,,,,,,,
,Great Island Unit 3,113.0,,IE,,,STUR,OIL,0.3,4.0,4.0,0.00619469,0.013274336,18215.78637,,0.0,0.265486726,0.25,0.0,0.856514495,,,,,,,,,,,,,,
,Huntstown CCGT Unit 1,343.0,,IE,,,COMC,GAS,0.48,4.0,4.0,0.020408163,0.020408163,151325.2689,,0.0,0.498542274,0.47,0.0,0.429795688,,,,,,,,,,,,,,
,Huntstown CCGT Unit 2,404.0,,IE,,,COMC,GAS,0.48,4.0,4.0,0.049504951,0.049504951,73910.7859,,0.0,0.420792079,0.47,0.0,0.424998642,,,,,,,,,,,,,,
,iPower Solutions ltd,72.0,,IE,,,GTUR,OIL,0.27,1.0,1.0,0.111111111,0.111111111,6917.330385,,0.0,0.375,0.0,0.0,0.0,,,,,,,,,,,,,,
,Kilroot KGT1,29.0,,IE,,,GTUR,OIL,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,,0.0,0.172413793,0.11,0.0,0.856535385,,,,,,,,,,,,,,
,Kilroot KGT2,29.0,,IE,,,GTUR,OIL,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,,0.0,0.172413793,0.11,0.0,0.53932183,,,,,,,,,,,,,,
,Kilroot KGT3,42.0,,IE,,,GTUR,OIL,0.29,0.0,0.0,0.238095238,0.238095238,1881.510549,,0.0,0.305238095,0.2,0.0,0.533302338,,,,,,,,,,,,,,
,Kilroot KGT4,42.0,,IE,,,GTUR,OIL,0.29,0.0,0.0,0.238095238,0.238095238,1881.509505,,0.0,0.305238095,0.2,0.0,0.940695,,,,,,,,,,,,,,
,Kilroot K1,238.0,,IE,,,STUR,HRD,0.32,4.0,1.0,0.024327731,0.024327731,22032.74968,,0.0,0.390756303,0.27,0.0,1.085270544,,,,,,,,,,,,,,
,Kilroot K2,238.0,,IE,,,STUR,HRD,0.32,4.0,1.0,0.024327731,0.024327731,22032.74968,,0.0,0.390756303,0.27,0.0,1.085270544,,,,,,,,,,,,,,
,LEE UNIT 1,15.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.16,1.0,117.1,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,LEE UNIT 2,4.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.15,1.0,27.98,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,LEE UNIT 3,8.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.1875,1.0,62.49,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Liffey Unit 1,15.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.333333333,0.666666667,177.2703297,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Liffey Unit 2,15.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.333333333,0.666666667,170.1499451,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Liffey Unit 4,4.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.5,0.5,43.14,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Liffey Unit 5,4.0,,IE,,,HROR,WAT,1.0,0.0,0.0,0.0075,0.5,31.8,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Lisahally / Maydown,18.2,,IE,,,STUR,WST,0.3,4.0,1.0,0.002197802,0.002197802,2375.985321,,0.0,0.700549451,0.0,0.0,0.0,,,,,,,,,,,,,,
,Lanesboro,93.0,,IE,,,STUR,BIO,0.36,4.0,4.0,0.014731183,0.005376344,4303.568141,,0.0,0.978494624,0.36,0.0,1.167,,,,,,,,,,,,,,
,Marina,95.0,,IE,,,GTUR,GAS,0.26,4.0,1.0,0.052631579,0.052631579,33300.59533,,0.0,0.210526316,0.25,0.0,0.776917678,,,,,,,,,,,,,,
,Meath waste to energy,17.0,,IE,,,STUR,WST,0.85,0.0,0.0,0.021176471,0.038235294,0.0,,0.0,0.058823529,0.0,0.0,0.0,,,,,,,,,,,,,,
,Moneypoint Unit 1,285.0,,IE,,,STUR,HRD,0.3,6.0,5.0,0.010526316,0.015929825,113198.3976,,0.0,0.347368421,0.32,0.0,1.064982097,,,,,,,,,,,,,,
,Moneypoint Unit 2,285.0,,IE,,,STUR,HRD,0.3,6.0,5.0,0.010526316,0.015754386,107583.3316,,0.0,0.347368421,0.32,0.0,1.064982097,,,,,,,,,,,,,,
,Moneypoint Unit 3,285.0,,IE,,,STUR,HRD,0.3,6.0,5.0,0.010526316,0.015929825,113195.0652,,0.0,0.347368421,0.32,0.0,1.064982097,,,,,,,,,,,,,,
,North Wall 4,163.0,,IE,,,COMC,GAS,0.35,4.0,0.0,0.023213397,0.073619632,4896.97,,0.0,0.535582822,0.36,0.0,0.580714574,,,,,,,,,,,,,,
,North Wall CT5,109.0,,IE,,,GTUR,GAS,0.27,4.0,1.0,0.073394495,0.073394495,9528.195,,0.0,0.174311927,0.14,0.0,0.761832884,,,,,,,,,,,,,,
,Poolbeg CCGT Unit,512.0,,IE,,,COMC,GAS,0.47,4.0,4.0,0.021484375,0.021484375,97478.30877,,0.0,0.453125,0.44,0.0,0.439182633,,,,,,,,,,,,,,
,Rhode Unit 1,52.0,,IE,,,GTUR,OIL,0.31,0.0,0.0,0.192307692,0.192307692,2256.095357,,0.0,0.096153846,0.21,0.0,0.837731707,,,,,,,,,,,,,,
,Rhode Unit 2,52.0,,IE,,,GTUR,OIL,0.31,0.0,0.0,0.192307692,0.192307692,2256.095357,,0.0,0.096153846,0.21,0.0,0.837731707,,,,,,,,,,,,,,
,Sealrock 3,83.0,,IE,,,GTUR,GAS,0.56,4.0,4.0,0.072289157,0.072289157,6255.604112,,0.0,0.481927711,0.48,0.0,0.36694434,,,,,,,,,,,,,,
,Sealrock 4,83.0,,IE,,,GTUR,GAS,0.56,4.0,4.0,0.072289157,0.072289157,6267.130266,,0.0,0.481927711,0.48,0.0,0.36694434,,,,,,,,,,,,,,
,Tarbert Unit 1,54.0,,IE,,,STUR,OIL,0.28,2.0,2.0,0.018518519,0.018518519,10621.7833,,0.0,0.333333333,0.26,0.0,0.905424557,,,,,,,,,,,,,,
,Tarbert Unit 2,54.0,,IE,,,STUR,OIL,0.28,2.0,2.0,0.018518519,0.018518519,10779.05342,,0.0,0.333333333,0.26,0.0,0.905424557,,,,,,,,,,,,,,
,Tarbert Unit 3,243.0,,IE,,,STUR,OIL,0.35,4.0,4.0,0.008230453,0.009053498,69483.56252,,0.0,0.143415638,0.24,0.0,0.739817532,,,,,,,,,,,,,,
,Tarbert Unit 4,243.0,,IE,,,STUR,OIL,0.33,4.0,4.0,0.008230453,0.009053498,69489.6693,,0.0,0.143415638,0.23,0.0,0.770557597,,,,,,,,,,,,,,
,Tawnaghmore Unit 1,52.0,,IE,,,GTUR,OIL,0.31,0.0,1.0,0.192307692,0.192307692,2250.715027,,0.0,0.096153846,0.21,0.0,0.823469184,,,,,,,,,,,,,,
,Tawnaghmore Unit 3,52.0,,IE,,,GTUR,OIL,0.31,0.0,1.0,0.192307692,0.192307692,2250.715027,,0.0,0.096153846,0.21,0.0,0.823469184,,,,,,,,,,,,,,
,Turlough Hill Unit 1,73.0,,IE,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,452.6,0.0,73.0,0.7,,
,Turlough Hill Unit 2,73.0,,IE,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,452.6,0.0,73.0,0.7,,
,Turlough Hill Unit 3,73.0,,IE,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,452.6,0.0,73.0,0.7,,
,Turlough Hill Unit 4,73.0,,IE,,,HPHS,WAT,0.85,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.85,0.0,0.0,,,,,,,,,452.6,0.0,73.0,0.7,,
,Tynagh Generator Unit,404.0,,IE,,,COMC,GAS,0.50443962,4.0,4.0,0.030940594,0.025074257,97995.99542,,0.0,0.48019802,0.52,0.0,1.370290248,,,,,,,,,,,,,,
,West Offaly,140.0,,IE,,,STUR,BIO,0.38,4.0,4.0,0.005,0.005,6445.958846,,0.0,0.978571429,0.38,0.0,1.105578947,,,,,,,,,,,,,,
,Whitegate Unit 1,445.0,,IE,,,COMC,GAS,0.52,4.0,4.0,0.046292135,0.060224719,103972.0394,,0.0,0.404494382,0.48,0.0,0.390842917,,,,,,,,,,,,,,
,Windfarms,3039.0,,IE,,,WTON,WIN,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
IE_COMC_GAS,IE_COMC_GAS,364.8309790259226,7.0,IE,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
IE_GTUR_GAS,IE_GTUR_GAS,62.16318621268099,11.0,IE,,,GTUR,GAS,0.425,0.0,0.0,0.166666666666667,0.166666666666667,,0.0,0.0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,,,,,,,,
IE_STUR_GAS,IE_STUR_GAS,112.67581630566444,5.0,IE,,,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,0.0,0.0,0.4,0.38,0.0,0.0,,,,,,,,,,,,,,
IE_STUR_HRD,IE_STUR_HRD,427.5,2.0,IE,,,STUR,HRD,0.46,8.0,8.0,0.0177777777777778,0.0177777777777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
IE_STUR_OIL,IE_STUR_OIL,270.3333333333333,3.0,IE,,,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,0.0,0.0,0.4,0.33,0.0,0.799636363636364,,,,,,,,,,,,,,
IE_STUR_PEA,IE_STUR_PEA,114.53333333333336,3.0,IE,,,STUR,PEA,0.3,4.0,4.0,0.02,0.02,,0.0,0.0,0.5,0.3,0.0,0.0,,,,,,,,,,,,,,
IE_HPHS_WAT,IE_HPHS_WAT,292.0,1.0,IE,,,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,1460.0,0.0,292.0,0.8,,
IE_WTON_WIN,IE_WTON_WIN,2740.0,1.0,IE,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
IE_STUR_OTH,IE_STUR_OTH,121.78823529411768,5.0,IE,,,STUR,OTH,0.3,4.0,4.0,0.02,0.02,,0.0,0.0,0.5,0.3,0.0,0.0,,,,,,,,,,,,,,
IT_STUR_BIO,IT_STUR_BIO,167.1359652,4.0,IT,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,167.1359652,,,,,,,,,,
IT_COMC_GAS,IT_COMC_GAS,417.8142394,66.0,IT,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
IT_GTUR_GAS,IT_GTUR_GAS,61.93996401,15.0,IT,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
IT_ICEN_GAS,IT_ICEN_GAS,9.892696143,30.0,IT,,,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,0.0,0.0,0.3,0.49,0.0,0.489795918,,,,,,,,,,,,,,
IT_STUR_HRD,IT_STUR_HRD,687.592691,9.0,IT,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
