00:00 - 00:30,n/e,n/e,n/e,n/e,n/e,n/e,221,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,112,112
00:30 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,222,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,75,71
01:00 - 01:30,n/e,n/e,n/e,n/e,n/e,n/e,222,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,45,42
01:30 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,220,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,29,25
02:00 - 02:30,n/e,n/e,n/e,n/e,n/e,n/e,219,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,15,9
02:30 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,218,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9,3
03:00 - 03:30,n/e,n/e,n/e,n/e,n/e,n/e,226,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6,0
03:30 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,221,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4,0
04:00 - 04:30,n/e,n/e,n/e,n/e,n/e,n/e,220,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4,0
04:30 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,224,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,0
05:00 - 05:30,n/e,n/e,n/e,n/e,n/e,n/e,222,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,0
05:30 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,216,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,0
06:00 - 06:30,n/e,n/e,n/e,n/e,n/e,n/e,217,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,0
06:30 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,212,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,0
07:00 - 07:30,n/e,n/e,n/e,n/e,n/e,n/e,219,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,0
07:30 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,237,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,0
08:00 - 08:30,n/e,n/e,n/e,n/e,n/e,n/e,239,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3,0
08:30 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,220,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3,0
09:00 - 09:30,n/e,n/e,n/e,n/e,n/e,n/e,216,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,0
09:30 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,224,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,0
10:00 - 10:30,n/e,n/e,n/e,n/e,n/e,n/e,235,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3,0
10:30 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,247,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6,0
11:00 - 11:30,n/e,n/e,n/e,n/e,n/e,n/e,248,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9,2
11:30 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,244,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8,0
12:00 - 12:30,n/e,n/e,n/e,n/e,n/e,n/e,219,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10,2
12:30 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,228,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10,3
13:00 - 13:30,n/e,n/e,n/e,n/e,n/e,n/e,N/A,N/A,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,N/A,N/A
13:30 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,N/A,N/A,N/A,N/A,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,N/A,N/A
14:00 - 14:30,n/e,n/e,n/e,n/e,n/e,n/e,310,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11,4
14:30 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,303,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9,1
15:00 - 15:30,n/e,n/e,n/e,n/e,n/e,n/e,300,0,0,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6,0
