10:00 - 11:00,362,,n/e,n/e,n/e,n/e,3628,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2468,4761,,448,,n/e,n/e,50023,,n/e,n/e,n/e,n/e,505,,247,,n/e,n/e,1294,
11:00 - 12:00,363,,n/e,n/e,n/e,n/e,3746,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,2125,4817,,504,,n/e,n/e,50316,,n/e,n/e,n/e,n/e,1347,,248,,n/e,n/e,1237,
12:00 - 13:00,364,,n/e,n/e,n/e,n/e,3892,,10,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,1765,4784,,584,,n/e,n/e,50616,,n/e,n/e,n/e,n/e,2019,,245,,n/e,n/e,1156,
13:00 - 14:00,362,,n/e,n/e,n/e,n/e,3782,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,307,4819,,741,,n/e,n/e,50295,,n/e,n/e,n/e,n/e,2407,,245,,n/e,n/e,1054,
14:00 - 15:00,362,,n/e,n/e,n/e,n/e,3723,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,730,4783,,1077,,n/e,n/e,50404,,n/e,n/e,n/e,n/e,2335,,245,,n/e,n/e,1036,
15:00 - 16:00,363,,n/e,n/e,n/e,n/e,3782,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,1553,4748,,1279,,n/e,n/e,50354,,n/e,n/e,n/e,n/e,1907,,248,,n/e,n/e,1136,
16:00 - 17:00,362,,n/e,n/e,n/e,n/e,4234,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,1405,4663,,1171,,n/e,n/e,50335,,n/e,n/e,n/e,n/e,1152,,246,,n/e,n/e,1226,
17:00 - 18:00,362,,n/e,n/e,n/e,n/e,4974,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,349,4762,,1025,,n/e,n/e,50531,,n/e,n/e,n/e,n/e,437,,248,,n/e,n/e,1299,
18:00 - 19:00,363,,n/e,n/e,n/e,n/e,5428,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,586,,4835,,1389,,n/e,n/e,50698,,n/e,n/e,n/e,n/e,166,,249,,n/e,n/e,1434,
19:00 - 20:00,363,,n/e,n/e,n/e,n/e,5664,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,1082,,5402,,2228,,n/e,n/e,50772,,n/e,n/e,n/e,n/e,0,,249,,n/e,n/e,1608,
20:00 - 21:00,369,,n/e,n/e,n/e,n/e,5636,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1028,,5482,,1953,,n/e,n/e,50758,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,1645,
21:00 - 22:00,370,,n/e,n/e,n/e,n/e,5688,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,634,,5217,,2076,,n/e,n/e,51125,,n/e,n/e,n/e,n/e,0,,250,,n/e,n/e,1632,
22:00 - 23:00,370,,n/e,n/e,n/e,n/e,5565,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,258,,4934,,1283,,n/e,n/e,51158,,n/e,n/e,n/e,n/e,0,,250,,n/e,n/e,1570,
23:00 - 00:00,370,,n/e,n/e,n/e,n/e,5451,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,254,,4619,,748,,n/e,n/e,50927,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,1502,
00:00 - 01:00,369,,n/e,n/e,n/e,n/e,5467,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,466,,4614,,687,,n/e,n/e,50872,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,1486,
01:00 - 02:00,370,,n/e,n/e,n/e,n/e,4808,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,341,,4516,,838,,n/e,n/e,50587,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,1485,
02:00 - 03:00,370,,n/e,n/e,n/e,n/e,4060,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,333,4418,,470,,n/e,n/e,50274,,n/e,n/e,n/e,n/e,0,,258,,n/e,n/e,1505,
03:00 - 04:00,369,,n/e,n/e,n/e,n/e,4103,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1167,4251,,335,,n/e,n/e,50348,,n/e,n/e,n/e,n/e,0,,255,,n/e,n/e,1527,
04:00 - 05:00,370,,n/e,n/e,n/e,n/e,3778,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,2578,4144,,663,,n/e,n/e,50308,,n/e,n/e,n/e,n/e,0,,257,,n/e,n/e,1560,
05:00 - 06:00,368,,n/e,n/e,n/e,n/e,3819,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,2880,4115,,1100,,n/e,n/e,50237,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,1647,
06:00 - 07:00,368,,n/e,n/e,n/e,n/e,3873,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,2781,4047,,659,,n/e,n/e,50350,,n/e,n/e,n/e,n/e,0,,252,,n/e,n/e,1767,
07:00 - 08:00,368,,n/e,n/e,n/e,n/e,3772,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,1478,4246,,723,,n/e,n/e,50421,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,1800,
08:00 - 09:00,369,,n/e,n/e,n/e,n/e,4530,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,322,4297,,426,,n/e,n/e,50320,,n/e,n/e,n/e,n/e,0,,249,,n/e,n/e,1888,
09:00 - 10:00,369,,n/e,n/e,n/e,n/e,5001,,9,,206,,n/e,n/e,n/e,n/e,n/e,n/e,301,,4483,,707,,n/e,n/e,50750,,n/e,n/e,n/e,n/e,177,,248,,n/e,n/e,1924,
10:00 - 11:00,369,,n/e,n/e,n/e,n/e,5738,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,398,,4851,,1072,,n/e,n/e,50845,,n/e,n/e,n/e,n/e,362,,245,,n/e,n/e,1865,
11:00 - 12:00,369,,n/e,n/e,n/e,n/e,6232,,8,,207,,n/e,n/e,n/e,n/e,n/e,n/e,642,,4997,,1796,,n/e,n/e,50981,,n/e,n/e,n/e,n/e,856,,246,,n/e,n/e,1839,
12:00 - 13:00,369,,n/e,n/e,n/e,n/e,6437,,6,,206,,n/e,n/e,n/e,n/e,n/e,n/e,839,,5137,,2055,,n/e,n/e,51106,,n/e,n/e,n/e,n/e,1431,,245,,n/e,n/e,1820,
13:00 - 14:00,370,,n/e,n/e,n/e,n/e,6621,,8,,206,,n/e,n/e,n/e,n/e,n/e,n/e,929,,5289,,2840,,n/e,n/e,51132,,n/e,n/e,n/e,n/e,1740,,246,,n/e,n/e,1851,
14:00 - 15:00,369,,n/e,n/e,n/e,n/e,6608,,10,,207,,n/e,n/e,n/e,n/e,n/e,n/e,1017,,5252,,2887,,n/e,n/e,51104,,n/e,n/e,n/e,n/e,1734,,247,,n/e,n/e,1905,
15:00 - 16:00,370,,n/e,n/e,n/e,n/e,6570,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,737,,5023,,2144,,n/e,n/e,50982,,n/e,n/e,n/e,n/e,1482,,250,,n/e,n/e,1969,
16:00 - 17:00,369,,n/e,n/e,n/e,n/e,6622,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,665,,5069,,2135,,n/e,n/e,50847,,n/e,n/e,n/e,n/e,978,,248,,n/e,n/e,1988,
17:00 - 18:00,369,,n/e,n/e,n/e,n/e,6722,,9,,207,,n/e,n/e,n/e,n/e,n/e,n/e,1103,,5125,,2037,,n/e,n/e,50705,,n/e,n/e,n/e,n/e,412,,249,,n/e,n/e,1944,
18:00 - 19:00,368,,n/e,n/e,n/e,n/e,6767,,8,,207,,n/e,n/e,n/e,n/e,n/e,n/e,1373,,5229,,1972,,n/e,n/e,50986,,n/e,n/e,n/e,n/e,177,,253,,n/e,n/e,1938,
19:00 - 20:00,367,,n/e,n/e,n/e,n/e,6785,,8,,207,,n/e,n/e,n/e,n/e,n/e,n/e,1503,,5644,,2670,,n/e,n/e,51135,,n/e,n/e,n/e,n/e,0,,253,,n/e,n/e,2018,
20:00 - 21:00,366,,n/e,n/e,n/e,n/e,6782,,8,,207,,n/e,n/e,n/e,n/e,n/e,n/e,1502,,5695,,2653,,n/e,n/e,51157,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,1965,
21:00 - 22:00,367,,n/e,n/e,n/e,n/e,6774,,7,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1045,,5310,,2730,,n/e,n/e,51254,,n/e,n/e,n/e,n/e,0,,256,,n/e,n/e,1874,
22:00 - 23:00,367,,n/e,n/e,n/e,n/e,6641,,7,,207,,n/e,n/e,n/e,n/e,n/e,n/e,678,,5171,,1611,,n/e,n/e,51278,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,1840,
23:00 - 00:00,366,,n/e,n/e,n/e,n/e,6489,,7,,207,,n/e,n/e,n/e,n/e,n/e,n/e,572,,4897,,1215,,n/e,n/e,51187,,n/e,n/e,n/e,n/e,0,,245,,n/e,n/e,1759,
00:00 - 01:00,360,,n/e,n/e,n/e,n/e,6343,,7,,206,,n/e,n/e,n/e,n/e,n/e,n/e,399,,4707,,940,,n/e,n/e,51156,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,1753,
01:00 - 02:00,356,,n/e,n/e,n/e,n/e,5002,,7,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,653,4430,,1513,,n/e,n/e,50414,,n/e,n/e,n/e,n/e,0,,246,,n/e,n/e,1706,
02:00 - 03:00,362,,n/e,n/e,n/e,n/e,3901,,7,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1377,4375,,879,,n/e,n/e,49672,,n/e,n/e,n/e,n/e,0,,241,,n/e,n/e,1739,
03:00 - 04:00,367,,n/e,n/e,n/e,n/e,3825,,6,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1954,4201,,670,,n/e,n/e,49808,,n/e,n/e,n/e,n/e,0,,238,,n/e,n/e,1747,
04:00 - 05:00,364,,n/e,n/e,n/e,n/e,3608,,5,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2531,4074,,665,,n/e,n/e,49709,,n/e,n/e,n/e,n/e,0,,239,,n/e,n/e,1766,
05:00 - 06:00,366,,n/e,n/e,n/e,n/e,3436,,5,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,3090,4041,,521,,n/e,n/e,49474,,n/e,n/e,n/e,n/e,0,,239,,n/e,n/e,1734,
06:00 - 07:00,367,,n/e,n/e,n/e,n/e,3451,,1,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,3081,3937,,388,,n/e,n/e,49600,,n/e,n/e,n/e,n/e,0,,242,,n/e,n/e,1691,
07:00 - 08:00,367,,n/e,n/e,n/e,n/e,3560,,,1,207,,n/e,n/e,n/e,n/e,n/e,n/e,,2925,3821,,573,,n/e,n/e,49903,,n/e,n/e,n/e,n/e,0,,239,,n/e,n/e,1683,
08:00 - 09:00,368,,n/e,n/e,n/e,n/e,3586,,,1,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2549,3906,,748,,n/e,n/e,50136,,n/e,n/e,n/e,n/e,0,,241,,n/e,n/e,1698,
09:00 - 10:00,365,,n/e,n/e,n/e,n/e,3872,,,3,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2513,4080,,563,,n/e,n/e,50048,,n/e,n/e,n/e,n/e,190,,239,,n/e,n/e,1696,
10:00 - 11:00,364,,n/e,n/e,n/e,n/e,4231,,0,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,1320,4325,,857,,n/e,n/e,50495,,n/e,n/e,n/e,n/e,527,,240,,n/e,n/e,1702,
11:00 - 12:00,364,,n/e,n/e,n/e,n/e,4523,,110,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,222,4399,,853,,n/e,n/e,50665,,n/e,n/e,n/e,n/e,1339,,239,,n/e,n/e,1663,
12:00 - 13:00,365,,n/e,n/e,n/e,n/e,4652,,173,,207,,n/e,n/e,n/e,n/e,n/e,n/e,118,,4435,,783,,n/e,n/e,50867,,n/e,n/e,n/e,n/e,2177,,242,,n/e,n/e,1552,
13:00 - 14:00,362,,n/e,n/e,n/e,n/e,4714,,255,,206,,n/e,n/e,n/e,n/e,n/e,n/e,305,,4450,,1320,,n/e,n/e,50941,,n/e,n/e,n/e,n/e,2571,,241,,n/e,n/e,1529,
14:00 - 15:00,365,,n/e,n/e,n/e,n/e,4819,,311,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,603,4512,,1229,,n/e,n/e,50980,,n/e,n/e,n/e,n/e,2442,,241,,n/e,n/e,1580,
15:00 - 16:00,364,,n/e,n/e,n/e,n/e,4785,,469,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,1706,4478,,755,,n/e,n/e,50914,,n/e,n/e,n/e,n/e,1928,,241,,n/e,n/e,1708,
16:00 - 17:00,364,,n/e,n/e,n/e,n/e,4908,,389,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,2032,4451,,713,,n/e,n/e,50782,,n/e,n/e,n/e,n/e,1220,,242,,n/e,n/e,1830,
17:00 - 18:00,364,,n/e,n/e,n/e,n/e,5471,,413,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,1265,4440,,863,,n/e,n/e,51038,,n/e,n/e,n/e,n/e,455,,240,,n/e,n/e,1924,
18:00 - 19:00,364,,n/e,n/e,n/e,n/e,6076,,545,,207,,n/e,n/e,n/e,n/e,n/e,n/e,291,,4685,,1004,,n/e,n/e,51026,,n/e,n/e,n/e,n/e,169,,241,,n/e,n/e,1993,
19:00 - 20:00,363,,n/e,n/e,n/e,n/e,6462,,573,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1113,,4850,,1966,,n/e,n/e,51105,,n/e,n/e,n/e,n/e,0,,240,,n/e,n/e,2055,
20:00 - 21:00,364,,n/e,n/e,n/e,n/e,6534,,548,,207,,n/e,n/e,n/e,n/e,n/e,n/e,1807,,4963,,3219,,n/e,n/e,51208,,n/e,n/e,n/e,n/e,0,,240,,n/e,n/e,2130,
21:00 - 22:00,363,,n/e,n/e,n/e,n/e,6506,,508,,206,,n/e,n/e,n/e,n/e,n/e,n/e,2319,,4948,,2762,,n/e,n/e,51203,,n/e,n/e,n/e,n/e,0,,239,,n/e,n/e,2183,
22:00 - 23:00,364,,n/e,n/e,n/e,n/e,6475,,553,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1569,,4834,,1794,,n/e,n/e,51206,,n/e,n/e,n/e,n/e,0,,239,,n/e,n/e,2227,
23:00 - 00:00,365,,n/e,n/e,n/e,n/e,6445,,575,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1039,,4577,,1322,,n/e,n/e,51179,,n/e,n/e,n/e,n/e,0,,241,,n/e,n/e,2187,
00:00 - 01:00,365,,n/e,n/e,n/e,n/e,6064,,547,,206,,n/e,n/e,n/e,n/e,n/e,n/e,851,,4346,,1203,,n/e,n/e,51025,,n/e,n/e,n/e,n/e,0,,242,,n/e,n/e,2109,
01:00 - 02:00,365,,n/e,n/e,n/e,n/e,5682,,518,,206,,n/e,n/e,n/e,n/e,n/e,n/e,662,,4114,,1083,,n/e,n/e,50870,,n/e,n/e,n/e,n/e,0,,243,,n/e,n/e,2031,
02:00 - 03:00,366,,n/e,n/e,n/e,n/e,5857,,488,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,985,3758,,557,,n/e,n/e,50676,,n/e,n/e,n/e,n/e,0,,243,,n/e,n/e,1998,
03:00 - 04:00,366,,n/e,n/e,n/e,n/e,6058,,472,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2221,3787,,311,,n/e,n/e,50552,,n/e,n/e,n/e,n/e,0,,246,,n/e,n/e,2004,
04:00 - 05:00,365,,n/e,n/e,n/e,n/e,5603,,504,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,3022,3788,,437,,n/e,n/e,50448,,n/e,n/e,n/e,n/e,0,,242,,n/e,n/e,1836,
05:00 - 06:00,365,,n/e,n/e,n/e,n/e,5631,,693,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,3123,3820,,508,,n/e,n/e,50550,,n/e,n/e,n/e,n/e,0,,244,,n/e,n/e,1686,
06:00 - 07:00,365,,n/e,n/e,n/e,n/e,6220,,786,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2292,3901,,615,,n/e,n/e,50698,,n/e,n/e,n/e,n/e,0,,243,,n/e,n/e,1616,
07:00 - 08:00,364,,n/e,n/e,n/e,n/e,6931,,803,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,227,4165,,958,,n/e,n/e,50798,,n/e,n/e,n/e,n/e,0,,242,,n/e,n/e,1621,
08:00 - 09:00,367,,n/e,n/e,n/e,n/e,7610,,902,,206,,n/e,n/e,n/e,n/e,n/e,n/e,515,,4657,,2411,,n/e,n/e,51020,,n/e,n/e,n/e,n/e,0,,241,,n/e,n/e,1627,
09:00 - 10:00,367,,n/e,n/e,n/e,n/e,7825,,1046,,206,,n/e,n/e,n/e,n/e,n/e,n/e,955,,5266,,3081,,n/e,n/e,51091,,n/e,n/e,n/e,n/e,199,,238,,n/e,n/e,1712,
10:00 - 11:00,367,,n/e,n/e,n/e,n/e,7908,,1161,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1391,,5453,,2939,,n/e,n/e,51275,,n/e,n/e,n/e,n/e,450,,242,,n/e,n/e,1694,
11:00 - 12:00,367,,n/e,n/e,n/e,n/e,7932,,1286,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1318,,5449,,3260,,n/e,n/e,51400,,n/e,n/e,n/e,n/e,1024,,238,,n/e,n/e,1601,
12:00 - 13:00,367,,n/e,n/e,n/e,n/e,7989,,1296,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1770,,5352,,4021,,n/e,n/e,51433,,n/e,n/e,n/e,n/e,1631,,237,,n/e,n/e,1659,
13:00 - 14:00,367,,n/e,n/e,n/e,n/e,7984,,1030,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1668,,5494,,4503,,n/e,n/e,51436,,n/e,n/e,n/e,n/e,1884,,238,,n/e,n/e,1667,
14:00 - 15:00,369,,n/e,n/e,n/e,n/e,7923,,1051,,206,,n/e,n/e,n/e,n/e,n/e,n/e,540,,5651,,4112,,n/e,n/e,51430,,n/e,n/e,n/e,n/e,1778,,240,,n/e,n/e,1735,
15:00 - 16:00,368,,n/e,n/e,n/e,n/e,7930,,1057,,206,,n/e,n/e,n/e,n/e,n/e,n/e,254,,5645,,4388,,n/e,n/e,51464,,n/e,n/e,n/e,n/e,1529,,240,,n/e,n/e,1888,
16:00 - 17:00,366,,n/e,n/e,n/e,n/e,7564,,1097,,206,,n/e,n/e,n/e,n/e,n/e,n/e,275,,5704,,3481,,n/e,n/e,51509,,n/e,n/e,n/e,n/e,998,,238,,n/e,n/e,2170,
17:00 - 18:00,367,,n/e,n/e,n/e,n/e,7902,,1077,,206,,n/e,n/e,n/e,n/e,n/e,n/e,266,,5759,,3276,,n/e,n/e,51547,,n/e,n/e,n/e,n/e,441,,238,,n/e,n/e,2428,
18:00 - 19:00,367,,n/e,n/e,n/e,n/e,7934,,1085,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1497,,5894,,4318,,n/e,n/e,51594,,n/e,n/e,n/e,n/e,180,,242,,n/e,n/e,2478,
19:00 - 20:00,368,,n/e,n/e,n/e,n/e,8125,,1069,,282,,n/e,n/e,n/e,n/e,n/e,n/e,2736,,6429,,4906,,n/e,n/e,51632,,n/e,n/e,n/e,n/e,0,,240,,n/e,n/e,2596,
20:00 - 21:00,366,,n/e,n/e,n/e,n/e,8254,,1185,,815,,n/e,n/e,n/e,n/e,n/e,n/e,2617,,6417,,5162,,n/e,n/e,51683,,n/e,n/e,n/e,n/e,0,,241,,n/e,n/e,2790,
21:00 - 22:00,368,,n/e,n/e,n/e,n/e,8043,,1155,,807,,n/e,n/e,n/e,n/e,n/e,n/e,711,,5624,,3096,,n/e,n/e,51616,,n/e,n/e,n/e,n/e,0,,243,,n/e,n/e,2922,
22:00 - 23:00,369,,n/e,n/e,n/e,n/e,7866,,1005,,426,,n/e,n/e,n/e,n/e,n/e,n/e,47,,5124,,1930,,n/e,n/e,51368,,n/e,n/e,n/e,n/e,0,,242,,n/e,n/e,2906,
23:00 - 00:00,368,,n/e,n/e,n/e,n/e,7843,,899,,206,,n/e,n/e,n/e,n/e,n/e,n/e,22,,4906,,1697,,n/e,n/e,51448,,n/e,n/e,n/e,n/e,0,,246,,n/e,n/e,2786,
00:00 - 01:00,367,,n/e,n/e,n/e,n/e,7649,,945,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,4,4707,,1399,,n/e,n/e,51277,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,2757,
01:00 - 02:00,364,,n/e,n/e,n/e,n/e,7767,,988,,206,,n/e,n/e,n/e,n/e,n/e,n/e,500,,4677,,1577,,n/e,n/e,51130,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,2570,
02:00 - 03:00,362,,n/e,n/e,n/e,n/e,7850,,1144,,206,,n/e,n/e,n/e,n/e,n/e,n/e,30,,4175,,1354,,n/e,n/e,51051,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,2431,
03:00 - 04:00,362,,n/e,n/e,n/e,n/e,7825,,1093,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,572,4024,,1239,,n/e,n/e,50901,,n/e,n/e,n/e,n/e,0,,252,,n/e,n/e,2309,
04:00 - 05:00,363,,n/e,n/e,n/e,n/e,7360,,1039,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1337,4127,,1047,,n/e,n/e,50509,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,2211,
05:00 - 06:00,364,,n/e,n/e,n/e,n/e,6882,,992,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2326,4236,,917,,n/e,n/e,51076,,n/e,n/e,n/e,n/e,0,,255,,n/e,n/e,2074,
06:00 - 07:00,363,,n/e,n/e,n/e,n/e,7568,,855,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,705,4395,,1109,,n/e,n/e,51151,,n/e,n/e,n/e,n/e,0,,250,,n/e,n/e,2000,
07:00 - 08:00,364,,n/e,n/e,n/e,n/e,7933,,859,,205,,n/e,n/e,n/e,n/e,n/e,n/e,260,,4772,,2231,,n/e,n/e,51162,,n/e,n/e,n/e,n/e,0,,249,,n/e,n/e,1984,
08:00 - 09:00,364,,n/e,n/e,n/e,n/e,8201,,899,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1139,,5259,,4240,,n/e,n/e,51200,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,1984,
09:00 - 10:00,362,,n/e,n/e,n/e,n/e,8199,,883,,205,,n/e,n/e,n/e,n/e,n/e,n/e,1710,,5595,,4428,,n/e,n/e,51194,,n/e,n/e,n/e,n/e,198,,248,,n/e,n/e,2029,
10:00 - 11:00,366,,n/e,n/e,n/e,n/e,8204,,829,,205,,n/e,n/e,n/e,n/e,n/e,n/e,2827,,6206,,4900,,n/e,n/e,51257,,n/e,n/e,n/e,n/e,421,,246,,n/e,n/e,2011,
11:00 - 12:00,366,,n/e,n/e,n/e,n/e,8264,,858,,205,,n/e,n/e,n/e,n/e,n/e,n/e,2754,,6255,,4851,,n/e,n/e,51259,,n/e,n/e,n/e,n/e,922,,244,,n/e,n/e,1832,
12:00 - 13:00,367,,n/e,n/e,n/e,n/e,8312,,893,,205,,n/e,n/e,n/e,n/e,n/e,n/e,3025,,6172,,4847,,n/e,n/e,51270,,n/e,n/e,n/e,n/e,1342,,242,,n/e,n/e,1676,
13:00 - 14:00,367,,n/e,n/e,n/e,n/e,8349,,851,,358,,n/e,n/e,n/e,n/e,n/e,n/e,3068,,6359,,5236,,n/e,n/e,51259,,n/e,n/e,n/e,n/e,1623,,246,,n/e,n/e,1601,
14:00 - 15:00,369,,n/e,n/e,n/e,n/e,8372,,838,,576,,n/e,n/e,n/e,n/e,n/e,n/e,2898,,6279,,4929,,n/e,n/e,51269,,n/e,n/e,n/e,n/e,1609,,236,,n/e,n/e,1725,
15:00 - 16:00,368,,n/e,n/e,n/e,n/e,8366,,907,,552,,n/e,n/e,n/e,n/e,n/e,n/e,1769,,6111,,5196,,n/e,n/e,51267,,n/e,n/e,n/e,n/e,1276,,244,,n/e,n/e,1892,
16:00 - 17:00,367,,n/e,n/e,n/e,n/e,8296,,1147,,549,,n/e,n/e,n/e,n/e,n/e,n/e,782,,6076,,4949,,n/e,n/e,51224,,n/e,n/e,n/e,n/e,807,,249,,n/e,n/e,2131,
17:00 - 18:00,367,,n/e,n/e,n/e,n/e,8281,,1241,,546,,n/e,n/e,n/e,n/e,n/e,n/e,437,,6091,,4769,,n/e,n/e,51158,,n/e,n/e,n/e,n/e,342,,249,,n/e,n/e,2144,
18:00 - 19:00,367,,n/e,n/e,n/e,n/e,8325,,1261,,545,,n/e,n/e,n/e,n/e,n/e,n/e,1385,,6432,,5373,,n/e,n/e,51219,,n/e,n/e,n/e,n/e,158,,247,,n/e,n/e,2056,
19:00 - 20:00,368,,n/e,n/e,n/e,n/e,8386,,1396,,616,,n/e,n/e,n/e,n/e,n/e,n/e,2969,,6827,,5872,,n/e,n/e,51238,,n/e,n/e,n/e,n/e,0,,247,,n/e,n/e,2005,
