"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","19W000000000016F","Bełchatów","5392","4680","Polska","400","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W0000000001292","Opole","1532","3090","Polska","400","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W000000000104I","Kozienice 2","1120","2049","Polska","400","01.03.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","19W000000000199I","Turów","1488","1830","Polska","400","01.01.2014",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W000000000095U","Kozienice 1","N/A","1674","Polska","220","11.09.2014",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W0000000001519","Połaniec","N/A","1350","Polska","400","01.04.2014",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","19W110000000313L","Elektrownia Gryfino","N/A","1340","Polska","400","11.06.2023",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W0000000000636","Jaworzno 3","1345","1258","Polska","220","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W0000000001195","Łaziska 3","895","849","Polska","220","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W000000000043C","Dolna Odra","1362","849","Polska","400","01.01.2014",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W0000000001713","Rybnik","1775","835","Polska","400","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W000000000296K","Jaworzno 2 JWCD","N/A","834","Polska","400","10.09.2018",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","19W0000000002418","Żarnowiec","N/A","714","Polska","400","30.12.2014",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W0000000001349","Ostrołęka B","647","651","Polska","220","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","19W000000000283T","Płock","N/A","620","Polska","400","30.05.2017",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","19W000000000142A","Pątnów 1","1200","595","Polska","220","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Hydro Pumped Storage","19W000000000247X","Porąbka Żar","N/A","549","Polska","220","30.12.2014",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W0000000002191","EC Siekierki","620","534","Polska","110","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","19W000000000290W","EC Żerań 2","N/A","484","Polska","220","12.05.2020",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","19W000000000256W","EC Włocławek","N/A","457","Polska","220","31.10.2015",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Gas","19W000000000284R","EC Stalowa Wola","N/A","444","Polska","220","01.04.2019",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Brown coal/Lignite","19W000000000149X","Pątnów 2","464","441","Polska","400","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W000000000111L","Łagisza","820","430","Polska","400","01.06.2013",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W0000000000806","Kraków Łęg","446","393","Polska","110","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Oil","19W0000000002345","PKN Orlen","N/A","341","Polska","30","01.12.2014",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W000000000186R","Skawina","330","300","Polska","220","01.01.2013",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W0000000002361","Siersza","677","278","Polska","220","01.01.2011",""
"CTA|PL / 01.01.2014 00:00 - 01.01.2015 00:00","Fossil Hard coal","19W000000000297I","EC Żerań 1","N/A","246","Polska","110","27.04.2020",""
