Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,Eemshaven,1580.0,1.0,NL,,,STUR,HRD,0.395,8.0,6.0,0.003125,0.003125,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Eemshaven,1410.0,1.0,NL,,,COMC,GAS,0.525,5.0,1.0,0.0079107649,0.0079107649,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,Claus,1304.0,1.0,NL,,,COMC,GAS,0.525,5.0,1.0,0.0084238311,0.0084238311,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Maasvlakte,1070.0,1.0,NL,,,STUR,HRD,0.395,8.0,6.0,0.0046728972,0.0046728972,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Enecogen,928.0,1.0,NL,,,COMC,GAS,0.525,5.0,1.0,0.012853855,0.012853855,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Velsen,869.0,1.0,NL,,,COMC,GAS,0.525,5.0,1.0,0.012853855,0.012853855,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Moerdijk,766.0,1.0,NL,,,COMC,GAS,0.525,5.0,1.0,0.0146013072,0.0146013072,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,OWF Hollandse Kust Noord,760.0,1.0,NL,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Rijnmond,750.0,1.0,NL,,,COMC,GAS,0.525,5.0,1.0,0.0146013072,0.0146013072,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Borssele Windfarm III and IV,732.0,1.0,NL,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,NLROTTETH__1,731.0,1.0,NL,,,STUR,HRD,0.395,8.0,6.0,0.0068399453,0.0068399453,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Diemen,684.0,1.0,NL,,,COMC,GAS,0.525,5.0,1.0,0.0163304094,0.0163304094,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Amer,631.0,1.0,NL,,,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Windpark Gemini,600.0,1.0,NL,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Borssele 30,485.0,1.0,NL,,,STUR,NUC,0.405,24.0,24.0,0.0071309771,0.0071309771,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,FLEVO 5,464.0,1.0,NL,,,COMC,GAS,0.51,4.0,4.0,0.03700431,0.03987069,76411.66484,,0.0,0.4375,0.51,0.0,0.40108227,,,,,,,,,,,,,,,,,,,,
,TNZ150 ELSTA,455.0,1.0,NL,,,COMC,GAS,0.525,5.0,1.0,0.024495614,0.024495614,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,FLEVO 4,445.0,1.0,NL,,,COMC,GAS,0.52,4.0,4.0,0.046292135,0.060224719,103972.0394,,0.0,0.404494382,0.48,0.0,0.390842917,,,,,,,,,,,,,,,,,,,,
