Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,generators offwind_NL,2571.0,1,NL,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators offwind-ac_NL,3218.2522633331428,1,NL,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators offwind-dc_NL,28305.740897662465,1,NL,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators onwind_NL,7685.624862940572,1,NL,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators solar_NL,18848.89620558245,1,NL,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators solar rooftop_NL,15310.617197951557,1,NL,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Electrolysis_NL_1,0.27981527956163216,1,NL,,,PEME,ELE,0.7,2.25,1.0,0.6,0.6,20.0,6.0,3.5,0.2,0.55,0.083333333,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Electrolysis_NL_2,0.13990763978081608,1,NL,,,ALKE,ELE,0.7875000000000001,7.0,4.5,0.175,0.175,100.0,12.5,9.0,0.3,0.575,1.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Electrolysis_NL_3,0.06995381989040804,1,NL,,,SOXE,ELE,0.9624999999999999,14.0,7.0,0.06,0.06,400.0,25.0,15.0,0.4,0.7,2.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_NL_1,0.18681574728818193,1,NL,,,PEFC,HYD,0.7,0.5,1.05,0.6,0.6,30.0,7.5,6.0,0.2,0.44,0.083333333,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_NL_2,0.09340787364409096,1,NL,,,SOFC,HYD,0.75,14.0,7.0,0.075,0.075,300.0,19.0,12.0,0.3,0.54,1.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_NL_3,0.04670393682204548,1,NL,,,MCFC,HYD,0.7250000000000001,24.0,14.0,0.065,0.065,600.0,31.0,18.0,0.35,0.49,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_NL_4,0.02335196841102274,1,NL,,,PAFC,HYD,0.675,7.0,3.5,0.25,0.25,200.0,15.5,9.0,0.25,0.39,0.5,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_NL_5,0.01167598420551137,1,NL,,,ALFC,HYD,0.75,4.5,2.25,0.375,0.375,100.0,10.0,6.0,0.3,0.49,100.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_NL_6,0.005837992102755685,1,NL,,,REFC,HYD,0.675,2.25,1.1,0.25,0.25,60.0,7.5,6.0,0.25,0.44,0.166666667,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_NL_1,0.2914332740605597,1,NL,,,GTUR,HYD,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_NL_2,0.14571663703027984,1,NL,,,COMC,HYD,0.525,5.0,1.0,0.2482222222,0.2482222222,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_NL_3,0.07285831851513992,1,NL,,,ICEN,HYD,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918367347,,,,,,,,,,,,,,,,,,,,
,links Haber-Bosch_NL,0.0376625502790295,1,NL,,,HBBS,ELE,0.875,36.0,18.0,0.6,0.6,4000.0,37.5,30.0,0.6,0.6,12.0,0.0,,,,,,,,,,,,,,,,,,,,
,links V2G_NL,26330.9739,1,NL,,,BEVS,ELE,0.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,,,,184316.8173,0.0,2276.0,0.95,,,,,,,,
,links ammonia cracker_NL,0.0572175465650621,1,NL,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links battery discharger_NL,5052.055957146148,1,NL,,,BATS,ELE,0.935,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,21156.602093809357,0.0008,5.0,0.935,,,,,,,,
,links methanolisation_NL,0.1330706683151251,1,NL,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links nuclear_NL,0.0603814382866093,1,NL,,,STUR,NUC,0.38,1.0,1.0,0.33366435,0.33366435,1.108186813,42.68538462,0.0,0.49652433,0.39,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,links urban central gas CHP_NL_1,101.34991616147182,1,NL,,,COMC,GAS,0.51,0.0,0.0,0.01,0.03960396,12294.79632,473.6446703,0.0,0.623762376,0.49,0.0,0.399746673,back-pressure,1.0,0.0,101.34991616147182,,,,,,,,,,,,,,,,
,links urban central gas CHP_NL_2,50.67495808073591,1,NL,,,GTUR,GAS,0.31,0.0,0.5,0.192307692,0.192307692,2253.405192,1025.9826374999998,0.0,0.096153846,0.21,0.0,0.8306004455,back-pressure,1.5,0.0,33.78330538715728,,,,,,,,,,,,,,,,
