00:00 - 01:00,n/e,n/e,594,,n/e,n/e,2024,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1168,
01:00 - 02:00,n/e,n/e,599,,n/e,n/e,1597,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1087,
02:00 - 03:00,n/e,n/e,600,,n/e,n/e,1551,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1029,
03:00 - 04:00,n/e,n/e,603,,n/e,n/e,1512,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,896,
04:00 - 05:00,n/e,n/e,603,,n/e,n/e,1515,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,812,
05:00 - 06:00,n/e,n/e,600,,n/e,n/e,1659,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,740,
06:00 - 07:00,n/e,n/e,620,,n/e,n/e,1901,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,,n/e,n/e,n/e,n/e,586,
07:00 - 08:00,n/e,n/e,677,,n/e,n/e,1653,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,231,,n/e,n/e,n/e,n/e,536,
08:00 - 09:00,n/e,n/e,797,,n/e,n/e,1743,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,876,,n/e,n/e,n/e,n/e,460,
09:00 - 10:00,n/e,n/e,844,,n/e,n/e,1814,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1426,,n/e,n/e,n/e,n/e,394,
10:00 - 11:00,n/e,n/e,722,,n/e,n/e,1923,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1704,,n/e,n/e,n/e,n/e,360,
11:00 - 12:00,n/e,n/e,615,,n/e,n/e,2033,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1772,,n/e,n/e,n/e,n/e,328,
12:00 - 13:00,n/e,n/e,604,,n/e,n/e,1997,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1666,,n/e,n/e,n/e,n/e,296,
13:00 - 14:00,n/e,n/e,601,,n/e,n/e,1856,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1401,,n/e,n/e,n/e,n/e,256,
14:00 - 15:00,n/e,n/e,600,,n/e,n/e,1916,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,903,,n/e,n/e,n/e,n/e,189,
15:00 - 16:00,n/e,n/e,608,,n/e,n/e,2137,,n/e,n/e,0,,n/e,n/e,n/e,n/e,N/A,N/A,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,259,,n/e,n/e,n/e,n/e,167,
