avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
0,CH,Planned maintenance,A03,Cancelled,2023-12-31 23:45:00+01:00,_FNggndgzdIQ5cnQEo1kow,162.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Bavona,1,MAW,PT15M,2,2023-12-02 00:00:00+01:00
121,CH,Planned maintenance,A03,Cancelled,2024-02-01 00:00:00+01:00,6EtaO7QGseRN4_bBLpvwcw,226.0,Hydro Water Reservoir,12W-0000000064-3,intra_zonal,AET Leventina,AET Leventina,1,MAW,PT15M,2,2024-01-03 00:00:00+01:00
1201,CH,Planned maintenance,A03,Cancelled,2024-03-11 00:00:00+01:00,7YWRqOJEj68soGano7GHEg,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-03-04 07:00:00+01:00
762,CH,Planned maintenance,A03,Cancelled,2024-01-19 18:00:00+01:00,6oD12ZjjFz8Ng1qza1yfFw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-01-08 06:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-03-12 00:00:00+01:00,Z8hFu8NY0l8LgoUTeHPxMA,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,2,2024-01-01 00:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,Fa8ESmXbef7-UkoHnrAqVw,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,2,2023-11-09 00:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,O52GRBc4FmgAXrrZ82mEHQ,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,2,2023-11-09 00:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-03-12 00:00:00+01:00,PEm8to2lHz7WzN7kvp-dMA,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,2,2024-01-01 00:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-03-12 00:00:00+01:00,Koc6_VPE74fTDZ0NtXSMDw,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,2,2024-01-01 00:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,zq39Y8eqpK5aJY4ikc8zUg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,2,2023-11-09 00:00:00+01:00
25,CH,Planned maintenance,A03,Cancelled,2023-12-31 23:45:00+01:00,xkc3UBbFmTl1l13-fXNf0Q,185.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Robiei,1,MAW,PT15M,2,2023-11-27 00:00:00+01:00
25,CH,Planned maintenance,A03,Cancelled,2023-12-31 23:59:00+01:00,xkc3UBbFmTl1l13-fXNf0Q,185.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Robiei,1,MAW,PT1M,2,2023-12-31 23:45:00+01:00
762,CH,Planned maintenance,A03,Cancelled,2025-01-01 00:00:00+01:00,132j-i-VJtIjPuYrhqbTNg,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,4,2024-01-01 00:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-05-01 00:00:00+02:00,_dQRSp6dCjyIKWOK4hgZdw,185.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Robiei,1,MAW,PT15M,2,2024-01-01 00:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,x1w5C_EPt8o_tbQ8G8rbwg,185.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Robiei,1,MAW,PT15M,2,2023-11-27 00:00:00+01:00
121,CH,Planned maintenance,A03,Cancelled,2024-03-29 00:00:00+01:00,VVbgWxIZG-t-aSRnfW5RNA,226.0,Hydro Water Reservoir,12W-0000000064-3,intra_zonal,AET Leventina,AET Leventina,1,MAW,PT15M,2,2024-01-02 00:00:00+01:00
113,CH,Planned maintenance,A03,,2024-01-04 00:00:00+01:00,xOqRKfiiqS6VMMjdBSDJtA,226.0,Hydro Water Reservoir,12W-0000000064-3,intra_zonal,AET Leventina,AET Leventina,1,MAW,PT15M,1,2024-01-03 00:00:00+01:00
858,CH,Planned maintenance,A03,Cancelled,2024-03-06 18:00:00+01:00,fhBFg1BTLut1Yojuu32j8A,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,2,2024-03-04 06:00:00+01:00
836,CH,Planned maintenance,A03,Cancelled,2024-03-06 17:00:00+01:00,rsLFOOurRgqSaiozPlVmnQ,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,2,2024-03-04 07:00:00+01:00
96,CH,Planned maintenance,A03,Cancelled,2024-03-29 00:30:00+01:00,ew180O87LmlC837j5brznQ,226.0,Hydro Water Reservoir,12W-0000000064-3,intra_zonal,AET Leventina,AET Leventina,1,MAW,PT15M,3,2024-02-01 00:00:00+01:00
362,CH,Planned maintenance,A03,,2024-01-05 15:00:00+01:00,osNT-hV5oSfGVdMVuO79Uw,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,1,2024-01-05 13:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-04-19 17:00:00+02:00,ALNuWJI1kX3VnFnaF8uv2g,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-03-11 07:00:00+01:00
0,CH,Unplanned outage,A03,,2024-09-06 17:00:00+02:00,TWdBEPyKFEmytvbVYr7YhA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT15M,1,2024-09-02 07:00:00+02:00
1187,CH,Planned maintenance,A03,Cancelled,2024-02-19 00:00:00+01:00,aIhe-Wzm-DmnC0gMgSChAg,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-02-12 07:00:00+01:00
1187,CH,Planned maintenance,A03,Cancelled,2024-02-12 00:00:00+01:00,iWzxQG9fTrJdJNsUGKqldg,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-02-05 07:00:00+01:00
35,CH,Planned maintenance,A03,,2024-01-25 15:00:00+01:00,xltlcRJDNFoa0YwnZvFPQg,230.0,Hydro Water Reservoir,12W-0000000060-F,intra_zonal,Emosson (ESA),Usine de Vallorcine,1,MAW,PT15M,2,2024-01-25 09:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2023-12-31 23:59:00+01:00,vtbdElD2HVERCW97yg1sQg,185.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Robiei,1,MAW,PT1M,2,2023-12-31 23:45:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2023-12-31 23:45:00+01:00,vtbdElD2HVERCW97yg1sQg,185.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Robiei,1,MAW,PT15M,2,2023-11-27 00:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-04-30 23:59:00+02:00,G96ewjHAnN2aBvYRzw0h2g,185.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Robiei,1,MAW,PT1M,2,2024-04-30 23:45:00+02:00
0,CH,Planned maintenance,A03,Cancelled,2024-04-30 23:45:00+02:00,G96ewjHAnN2aBvYRzw0h2g,185.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Robiei,1,MAW,PT15M,2,2024-01-01 00:00:00+01:00
100,CH,Planned maintenance,A03,Cancelled,2024-03-22 18:00:00+01:00,xiUmhWE21mtPPls2KXZFXA,230.0,Hydro Water Reservoir,12W-0000000060-F,intra_zonal,Emosson (ESA),Usine de Vallorcine,1,MAW,PT15M,2,2024-03-11 08:00:00+01:00
364,CH,Planned maintenance,A03,Cancelled,2024-04-19 17:00:00+02:00,Y8U13tfVHRLDIoj8xW3AEA,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,2,2024-03-25 07:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-03-15 18:00:00+01:00,QUr86SoFh0bN6iiUwAUPAw,114.0,Hydro Water Reservoir,12W-0000000065-0,intra_zonal,Verzasca,Verzasca,1,MAW,PT15M,2,2024-03-01 07:00:00+01:00
364,CH,Planned maintenance,A03,Cancelled,2024-02-02 17:00:00+01:00,uF2Pxs5BeDzLgIEV4c7tCQ,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,2,2024-01-15 07:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-03-28 17:00:00+01:00,FduRcb4U-uYpDRMQmU8TUA,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,2,2024-03-25 07:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-03-28 17:00:00+01:00,kk8YsYN1RzKsJTXqMTKJ_g,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,2,2024-03-25 07:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-03-28 17:00:00+01:00,gNyG-y25D51YmGI5M1Ewbg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,2,2024-03-25 07:00:00+01:00
0,CH,Planned maintenance,A03,,2024-01-09 16:00:00+01:00,U-WIhaFs2CBbkcj1oZpHTQ,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,2,2024-01-09 07:00:00+01:00
0,CH,Planned maintenance,A03,,2024-01-01 00:00:00+01:00,wU0C4iISod0dO8o4nWXLHw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G2,1,MAW,PT15M,3,2023-04-17 07:00:00+02:00
836,CH,Planned maintenance,A03,Cancelled,2024-10-11 18:00:00+02:00,8TPNn2CEJukag4CzjNslEw,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,8,2024-03-25 06:00:00+01:00
121,CH,Planned maintenance,A03,,2024-01-23 16:30:00+01:00,Lo-W_UvDyPbunuViVA2b_A,226.0,Hydro Water Reservoir,12W-0000000064-3,intra_zonal,AET Leventina,AET Leventina,1,MAW,PT15M,1,2024-01-23 12:30:00+01:00
96,CH,Planned maintenance,A03,Cancelled,2024-03-20 16:30:00+01:00,t4SATk8gZrWduolb2wjBUA,226.0,Hydro Water Reservoir,12W-0000000064-3,intra_zonal,AET Leventina,AET Leventina,1,MAW,PT15M,2,2024-03-20 12:30:00+01:00
103,CH,Planned maintenance,A03,Cancelled,2024-03-03 17:00:00+01:00,JeBdl3q5BS4i-8nYCMPelw,226.0,Hydro Water Reservoir,12W-0000000064-3,intra_zonal,AET Leventina,AET Leventina,1,MAW,PT15M,3,2024-02-01 00:00:00+01:00
103,CH,Planned maintenance,A03,Cancelled,2024-03-05 16:30:00+01:00,aK7YD2S0g5eLweoHEPDdQw,226.0,Hydro Water Reservoir,12W-0000000064-3,intra_zonal,AET Leventina,AET Leventina,1,MAW,PT15M,2,2024-03-05 12:30:00+01:00
775,CH,Planned maintenance,A03,Cancelled,2024-12-20 18:00:00+01:00,Y4t5L0foJG518XLGWD08vQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,4,2024-01-08 07:00:00+01:00
836,CH,Planned maintenance,A03,,2024-01-04 17:00:00+01:00,3t1LYMWLXYr_HUFNucsk8g,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-01-04 13:00:00+01:00
364,CH,Planned maintenance,A03,Cancelled,2024-01-31 16:00:00+01:00,0RKiikGNXBHEluI37glgUA,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,2,2024-01-15 07:00:00+01:00
302,CH,Planned maintenance,A03,,2024-01-19 15:00:00+01:00,IjiNg5Ehcqt0yyhE66ZsDA,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,1,2024-01-19 13:00:00+01:00
362,CH,Planned maintenance,A03,,2024-02-02 15:00:00+01:00,vu4eopcLdv33lDjtE2KlEA,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,1,2024-02-02 13:00:00+01:00
362,CH,Planned maintenance,A03,,2024-03-01 15:00:00+01:00,J0BthlkviiCgACxTsSOn3g,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,1,2024-03-01 13:00:00+01:00
1132,CH,Planned maintenance,A03,Cancelled,2024-02-19 00:00:00+01:00,9wP6AC1JFDiDO6HuusdjnA,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-02-05 07:00:00+01:00
1122,CH,Planned maintenance,A03,Cancelled,2024-02-05 00:00:00+01:00,os3p8qDFIlxyVpwi5DToEQ,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-01-08 07:00:00+01:00
775,CH,Planned maintenance,A03,Cancelled,2024-04-26 18:00:00+02:00,ouy8zwYF7WXwriA5tF1TyA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-03-04 07:00:00+01:00
0,CH,Planned maintenance,A03,,2024-01-09 12:00:00+01:00,a5_5C4zaqSuHEXX0zy-e6w,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,1,2024-01-09 10:00:00+01:00
0,CH,Unplanned outage,A03,,2024-01-01 00:00:00+01:00,YVQbaHq-W4T4i9ZRYDLpVw,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,1,2023-12-31 23:00:00+01:00
0,CH,Unplanned outage,A03,,2024-01-01 00:08:00+01:00,F6Q0F8-siHAxwTe4a9OP5Q,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT1M,2,2024-01-01 00:00:00+01:00
0,CH,Unplanned outage,A03,,2024-01-02 15:00:00+01:00,_WRizb0pPbfezH_wgnuwVg,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G3,1,MAW,PT15M,1,2024-01-02 13:45:00+01:00
0,CH,Unplanned outage,A03,,2024-01-02 13:45:00+01:00,_WRizb0pPbfezH_wgnuwVg,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G3,1,MAW,PT1M,1,2024-01-02 13:35:00+01:00
184,CH,Planned maintenance,A03,,2024-01-03 14:00:00+01:00,kH7T6Y8I0nnOaWr0TuVoMQ,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-01-03 07:00:00+01:00
836,CH,Unplanned outage,A03,,2024-01-05 00:30:00+01:00,-xf7m89-Xf_Z1tmU9wXZ5w,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,4,2024-01-04 21:15:00+01:00
836,CH,Planned maintenance,A03,,2024-02-05 15:00:00+01:00,wtWaFitALH9dfdETt6hmZg,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-02-05 07:00:00+01:00
836,CH,Planned maintenance,A03,,2024-01-18 16:00:00+01:00,imvsbTXt52cXKXANslHkZg,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-01-18 13:00:00+01:00
836,CH,Planned maintenance,A03,,2024-02-06 14:00:00+01:00,p6WhIzA8Q3z5zTV8PXmbZg,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,2,2024-02-06 07:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-01-12 12:00:00+01:00,mVDJKogNW-lzv-qkaQvqwQ,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,2,2024-01-12 08:00:00+01:00
0,CH,Unplanned outage,A03,,2024-01-15 09:00:00+01:00,tTqdy-NGZAn7FceO32anbQ,162.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Bavona,1,MAW,PT15M,2,2024-01-15 08:30:00+01:00
0,CH,Planned maintenance,A03,,2024-01-26 12:00:00+01:00,HFAYdqT7q-5Cph1FxB4Ifg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,1,2024-01-26 08:00:00+01:00
836,CH,Planned maintenance,A03,,2024-01-23 16:00:00+01:00,57EWEHtt9LaIfJeXybYrkA,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-01-23 13:00:00+01:00
775,CH,Unplanned outage,A03,,2024-01-17 12:30:00+01:00,DLN1NqHvrNnkK3gf2T6OOA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-01-17 11:00:00+01:00
0,CH,Planned maintenance,A03,,2024-01-17 16:30:00+01:00,c_gP2SCKsdrcKF6eNiEUzQ,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,2,2024-01-17 13:00:00+01:00
850,CH,Planned maintenance,A03,,2024-01-19 15:00:00+01:00,_w5TLgCF1K_BLF4MOIu0_g,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-01-19 13:00:00+01:00
400,CH,Planned maintenance,A03,,2024-01-19 11:00:00+01:00,LWxa9VYpUrcSSKlfQsY6nA,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-01-19 09:00:00+01:00
836,CH,Planned maintenance,A03,Cancelled,2024-03-01 18:00:00+01:00,vmsRvrAbS-1PnGftbZRBJQ,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,4,2024-02-28 07:00:00+01:00
0,CH,Unplanned outage,A03,,2024-01-07 09:15:00+01:00,lz7tnVBv1SEZGCHv7wL9dw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT1M,5,2024-01-07 09:03:00+01:00
0,CH,Unplanned outage,A03,,2024-01-07 11:00:00+01:00,lz7tnVBv1SEZGCHv7wL9dw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,5,2024-01-07 09:15:00+01:00
836,CH,Unplanned outage,A03,,2024-01-19 15:10:00+01:00,Zh51Czkh_nC492J73N7t-w,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT1M,3,2024-01-19 15:00:00+01:00
836,CH,Unplanned outage,A03,,2024-01-19 15:00:00+01:00,Zh51Czkh_nC492J73N7t-w,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,3,2024-01-19 14:00:00+01:00
836,CH,Unplanned outage,A03,,2024-01-19 14:00:00+01:00,Zh51Czkh_nC492J73N7t-w,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT1M,3,2024-01-19 13:50:00+01:00
836,CH,Unplanned outage,A03,,2024-01-19 19:00:00+01:00,FtnLbhPt4OoW8Xerna362g,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-01-19 18:00:00+01:00
836,CH,Unplanned outage,A03,,2024-01-19 18:00:00+01:00,FtnLbhPt4OoW8Xerna362g,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT1M,1,2024-01-19 17:55:00+01:00
0,CH,Unplanned outage,A03,,2024-01-20 07:00:00+01:00,7z32tgKnebs1MHSMZmeKIA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT1M,2,2024-01-20 06:47:00+01:00
0,CH,Unplanned outage,A03,,2024-01-20 08:45:00+01:00,7z32tgKnebs1MHSMZmeKIA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,2,2024-01-20 07:00:00+01:00
0,CH,Unplanned outage,A03,,2024-01-22 05:15:00+01:00,c7RZgr0tjt63925JtAZSTw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT1M,2,2024-01-22 05:04:00+01:00
0,CH,Unplanned outage,A03,,2024-01-22 17:00:00+01:00,c7RZgr0tjt63925JtAZSTw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,2,2024-01-22 05:15:00+01:00
1024,CH,Planned maintenance,A03,,2024-01-26 13:00:00+01:00,hrybjtwPuj0MWyLhAOZX_w,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-01-26 12:00:00+01:00
0,CH,Planned maintenance,A03,,2024-01-25 16:00:00+01:00,VK52HMFOYlqhBdmXKHn7uA,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,1,2024-01-25 14:30:00+01:00
0,CH,Planned maintenance,A03,,2024-01-25 16:00:00+01:00,mXF4h53TL4zp26IWLorYWQ,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,1,2024-01-25 14:30:00+01:00
0,CH,Planned maintenance,A03,,2024-01-25 16:00:00+01:00,RO-TPdJnHsz6JIZP-X_F4g,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,1,2024-01-25 14:30:00+01:00
0,CH,Unplanned outage,A03,,2024-01-23 08:15:00+01:00,4Q8QiRi7mu1j8QT9mjHzOw,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G3,1,MAW,PT1M,5,2024-01-23 08:01:00+01:00
0,CH,Unplanned outage,A03,,2024-01-31 17:00:00+01:00,4Q8QiRi7mu1j8QT9mjHzOw,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G3,1,MAW,PT15M,5,2024-01-23 08:15:00+01:00
0,CH,Unplanned outage,A03,,2024-01-31 17:00:00+01:00,6KOz4g243oXCvTPvanvuhA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT15M,5,2024-01-23 08:00:00+01:00
0,CH,Unplanned outage,A03,,2024-01-23 08:00:00+01:00,6KOz4g243oXCvTPvanvuhA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT1M,5,2024-01-23 07:59:00+01:00
0,CH,Unplanned outage,A03,,2024-01-26 17:00:00+01:00,YpVGosvUA4Sl_l8-JEPu7Q,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,1,2024-01-26 13:00:00+01:00
0,CH,Planned maintenance,A03,,2024-01-31 17:00:00+01:00,38GjhPR3U6E_krz5L8D7Kw,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,1,2024-01-26 17:00:00+01:00
0,CH,Planned maintenance,A03,Cancelled,2024-01-26 17:00:00+01:00,8_MmuFFQXL7qjslioyReDA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,2,2024-01-15 07:00:00+01:00
