00:00 - 01:00,279,,n/e,n/e,n/e,n/e,1499,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,166,,18,,n/e,n/e,n/e,n/e,4950,,510,,n/e,n/e,0,,254,,812,,1084,
01:00 - 02:00,232,,n/e,n/e,n/e,n/e,1500,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,105,16,,n/e,n/e,n/e,n/e,4950,,515,,n/e,n/e,0,,251,,814,,1101,
02:00 - 03:00,154,,n/e,n/e,n/e,n/e,1566,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,367,15,,n/e,n/e,n/e,n/e,4800,,513,,n/e,n/e,0,,253,,807,,1109,
03:00 - 04:00,134,,n/e,n/e,n/e,n/e,1552,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,474,15,,n/e,n/e,n/e,n/e,4577,,540,,n/e,n/e,0,,253,,806,,1026,
04:00 - 05:00,131,,n/e,n/e,n/e,n/e,1515,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,1085,15,,n/e,n/e,n/e,n/e,4522,,525,,n/e,n/e,0,,254,,805,,995,
05:00 - 06:00,131,,n/e,n/e,n/e,n/e,1530,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,1078,15,,n/e,n/e,n/e,n/e,4529,,492,,n/e,n/e,0,,254,,786,,930,
06:00 - 07:00,131,,n/e,n/e,n/e,n/e,1523,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,1016,15,,n/e,n/e,n/e,n/e,4527,,538,,n/e,n/e,0,,256,,776,,868,
07:00 - 08:00,137,,n/e,n/e,n/e,n/e,1499,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,548,14,,n/e,n/e,n/e,n/e,4530,,549,,n/e,n/e,0,,258,,795,,799,
08:00 - 09:00,156,,n/e,n/e,n/e,n/e,1463,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,526,14,,n/e,n/e,n/e,n/e,4530,,534,,n/e,n/e,0,,261,,786,,786,
09:00 - 10:00,158,,n/e,n/e,n/e,n/e,1446,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,276,14,,n/e,n/e,n/e,n/e,4531,,551,,n/e,n/e,90,,259,,717,,829,
10:00 - 11:00,161,,n/e,n/e,n/e,n/e,1400,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,207,13,,n/e,n/e,n/e,n/e,4530,,561,,n/e,n/e,293,,261,,781,,730,
11:00 - 12:00,158,,n/e,n/e,n/e,n/e,1451,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,131,13,,n/e,n/e,n/e,n/e,4636,,545,,n/e,n/e,436,,258,,781,,680,
12:00 - 13:00,160,,n/e,n/e,n/e,n/e,1436,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,65,,16,,n/e,n/e,n/e,n/e,4862,,547,,n/e,n/e,242,,260,,747,,622,
13:00 - 14:00,158,,n/e,n/e,n/e,n/e,1568,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,34,0,20,,n/e,n/e,n/e,n/e,4949,,598,,n/e,n/e,139,,258,,586,,540,
14:00 - 15:00,160,,n/e,n/e,n/e,n/e,1493,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,31,0,20,,n/e,n/e,n/e,n/e,4946,,666,,n/e,n/e,63,,258,,410,,417,
15:00 - 16:00,167,,n/e,n/e,n/e,n/e,1563,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,116,,22,,n/e,n/e,n/e,n/e,4948,,673,,n/e,n/e,26,,257,,169,,378,
16:00 - 17:00,165,,n/e,n/e,n/e,n/e,1713,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,376,,21,,n/e,n/e,n/e,n/e,4949,,693,,n/e,n/e,2,,260,,54,,264,
17:00 - 18:00,164,,n/e,n/e,n/e,n/e,1807,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,1085,,21,,n/e,n/e,n/e,n/e,4950,,705,,n/e,n/e,0,,257,,231,,184,
18:00 - 19:00,162,,n/e,n/e,n/e,n/e,1603,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,818,,21,,n/e,n/e,n/e,n/e,4950,,689,,n/e,n/e,0,,258,,136,,263,
